"purchase_date","Chemists.Drgustores","Clothing","DIY Goods","Eletrical Goods","Food.Consumables","Furniture.Carpets","Garden Products","Household.Textiles","Music, Films.Books","Services","Sports Equipments","Total Sales"
2017-07-30,908.38,1448.51,1264.07,2020.9,NA,3587.2,301.82,4989.27,NA,NA,1626.47,16173.06
2017-07-31,1070.96,2275.16,891.4,3574.27,155.18,1824.11,609.84,6843.97,1679.51,125.15,2237.98,21330.63
2017-08-01,4764.18,2032.93,2708.83,2043.54,38.27,1787.88,702.12,9250.65,130.56,602.59,2462.32,26523.87
2017-08-02,3041.88,1197.18,1318.2,3600.21,24.35,1638.56,597.71,8834.66,760.06,NA,970.64,22207.71
2017-08-03,2731.77,1648.41,1611.76,2936.31,NA,2433.65,1265.91,8319.68,44,NA,1333.42,22486.88
2017-08-04,805.17,4305.62,857.63,3291.5,NA,2968.01,244.55,7764.54,213.65,225.17,1374.31,22050.15
2017-08-05,798.21,3169.03,869.8,1309.73,223.08,2232.45,388.78,3704.19,NA,76.99,1718.61,14855.39
2017-08-06,927.96,2746.78,1762.26,1158.11,171.79,2070.84,379.39,2978.4,1048.3,NA,2005.05,15485.76
2017-08-07,3694.02,2864.2,2389.85,2696.11,NA,3657.76,2947.04,5482.17,520.38,147.06,3731.32,28204.23
2017-08-08,1644.89,2759.6,1278.74,3062.6,51.27,2724.21,204.99,7203.12,258.62,334.63,2060.32,21702.45
2017-08-09,996.12,2287.46,2358.51,1925.01,60.19,2775.41,915.66,9903.72,227.93,NA,1799.8,23298.08
2017-08-10,3061.89,2569.46,1727.62,2623.49,NA,1074.41,1116.92,8403.2,213.17,NA,3205.37,24096.36
2017-08-11,1147.82,326.1,3367.76,3884.05,NA,2475.33,680.8,8692.95,390.77,314.48,1554.5,23198.31
2017-08-12,4577.12,1632.18,3178.24,1473.31,213.06,2003.9,484.23,3838.26,130.56,76.99,692.7,18300.55
2017-08-13,2276.3,1090.39,1516.9,3865.47,NA,606.3,293.98,4740.4,130.98,NA,313.28,15127
2017-08-14,3569.79,2314.62,1116,1489.63,54.1,2586.02,854.29,7918.15,NA,NA,2486.1,22576.56
2017-08-15,3324.57,2063.39,1402.99,2776.49,126.92,4098.45,1391,9477.65,459.32,296.83,2429.59,28221.73
2017-08-16,2170.63,2282.1,1123.96,4198.9,175.15,2060.86,1137.52,9604.63,2124.07,163.35,2110.99,27332.36
2017-08-17,1403.05,989.53,2057.03,3395.48,NA,2524.99,476.06,8151.51,462.06,40.77,2114.85,21916.51
2017-08-18,3318.34,1282.58,1374.36,2364.67,NA,1133.57,3693.24,5363.65,217.88,70.58,1091.02,19931.51
2017-08-19,1672.3,1896.16,951.28,1741.51,NA,3117.45,2282.14,4173.68,NA,778.27,929.36,17715.02
2017-08-20,4347.12,1699.96,1163.44,1376.18,35,1857.8,262.28,4786.46,199.69,NA,498.28,16308.23
2017-08-21,2292.14,4024.32,1527.63,4497.58,NA,2843.08,1852.8,8080.78,938.1,194.66,1264.73,27857.27
2017-08-22,3667.74,2109.84,2633.5,1948.78,NA,2498.05,513.63,6114.99,140.8,296.51,2083.03,22664.14
2017-08-23,1218.11,1615.44,750.85,4356.35,160.92,2357.35,852.01,5397.79,208.48,221.06,2021.31,19504.11
2017-08-24,2961.06,1139.7,987.98,1929.45,77.67,1994.08,366.3,5728.12,193.82,112.46,1581.8,17210.92
2017-08-25,2296.14,1794.5,1135.69,1696.9,NA,1479.13,250.24,7743.1,849.97,88.52,686.79,18161.28
2017-08-26,706.71,1010.06,482.4,1109.15,302.58,1761.1,1215.83,5209.39,197.65,NA,430.97,12618.77
2017-08-27,1674.37,1870.06,2182.77,2086.69,28.17,1683.89,981.89,3559.66,60.22,NA,2151.21,16511.15
2017-08-28,1831.57,1563.05,1477.57,6196.76,160.46,4443,1772.75,7060.41,334.52,NA,1559.16,26484.98
2017-08-29,2110.67,3049.72,1210.22,20009.15,140.29,2711.68,324.41,6160.7,47.11,NA,1459.23,37423.55
2017-08-30,2842.35,1415.94,1762.17,12110.14,41.81,2022.71,1722.22,8989.87,1558.89,224.6,1402.72,34722.28
2017-08-31,2101.82,3834.85,477.12,4353.59,NA,2467.2,614.92,7324.51,1456.62,63.14,1246.07,24121.84
2017-09-01,1868.37,4184.63,1356.52,11830.09,NA,3472.2,975.42,5529.45,1612.66,392.57,2944.05,34349.73
2017-09-02,1825.05,480.49,1161.49,7236.91,NA,772.45,1054.63,6190.33,1082.87,NA,997.37,20901.84
2017-09-03,1254.09,7124.42,3321.36,5428.99,NA,4170.67,824.78,9807.44,263.69,NA,1079.77,34058.62
2017-09-04,4314.69,4237.18,929.72,9052.89,NA,2166.21,770.46,6301.38,104.37,47.09,1636.15,29864.95
2017-09-05,2846.48,1558.59,1233.61,4348.69,NA,2502.26,819.58,8871.17,NA,418.04,3486.88,26750.21
2017-09-06,1996.44,1461.25,724.49,10968.55,NA,1764.84,637.08,6755.02,70.02,NA,3815.15,28453.27
2017-09-07,2099.73,1031.98,1952.52,5622.15,NA,2238.57,797.67,3562.67,1237.08,NA,606.73,19448.3
2017-09-08,1727.92,1042.35,1741.9,1837.27,118.23,2082.02,1043.29,4315.8,164.06,NA,1237.04,15359.72
2017-09-09,3563.2,1841.99,857.08,2099.46,54.6,2218.14,220.02,6318.48,43.72,NA,903.33,18381.95
2017-09-10,2269.27,3323.76,2629.55,2742.27,47.52,1922.7,1631.11,3829.59,342.67,83.9,2140.41,21013.25
2017-09-11,5506.25,2205.47,907.37,2416.47,142.13,3697.02,680.51,9446.74,1015.6,200.94,2387.43,28918.13
2017-09-12,3171.54,3771.24,2035.48,7667.19,61.52,3030.03,1916.97,8080.1,495.13,NA,1688.8,31918
2017-09-13,2908.58,4247.53,4144.08,2634.92,100.98,1725.64,2560.83,10207.19,325.46,906.5,2408.23,32822.01
2017-09-14,3423.93,2327.53,2054.71,4840.71,NA,2366.51,733.65,10406.41,256.79,NA,2133.51,28924.43
2017-09-15,1840.49,1699.99,279.81,3323.97,24.1,1486.53,2838.23,7793.21,267.69,242.97,1490.57,21739.49
2017-09-16,2625.4,3681.98,1122.94,1197.02,102.36,1985.2,267.4,9347.44,250.95,NA,2134.03,23216.31
2017-09-17,2716.12,5093.44,1968.17,3545.94,200.24,1646.25,150.91,6535.32,144.41,281.65,1259.2,23748.52
2017-09-18,3762.18,1778.85,2123.58,5267.94,73.13,3513.32,683.21,10773.06,424.76,NA,4661.55,33258.24
2017-09-19,1113.37,2482.78,3267.84,4691.6,210.36,2537.17,1604.3,5124.57,283.44,NA,2153.61,23718.68
2017-09-20,2213.97,1470.99,2517.96,1322.51,376.81,2773.08,878.74,10015.38,603.2,92.95,3173.45,26190.4
2017-09-21,3357.48,2996.88,1221.01,1191.23,73.13,2523.77,766.47,8884.38,NA,NA,3309,24323.35
2017-09-22,1569.6,3584.06,1077.3,1750.41,73.13,2701.41,1550.1,5256.2,NA,131.56,1525.99,19219.76
2017-09-23,1514.5,756.49,913.21,802.24,179.8,960.07,NA,3881.58,NA,1004.77,1457.86,11530.58
2017-09-24,2606.76,3174.82,739.51,1408.47,NA,1673.79,384.85,4680.14,45.53,241.19,954.14,16089.3
2017-09-25,3190.77,1970.71,2076.88,3796,73.16,1035,999.99,7139.27,544.9,NA,1601.21,22427.89
2017-09-26,2579.93,2675.6,1378.44,3374.84,NA,2271.84,1390.65,8467.84,533.44,NA,2538.25,25291.68
2017-09-27,2338.8,1759.5,958.73,5965.96,73.13,1950.3,1570.34,7572.48,86.78,NA,2040.48,24770.9
2017-09-28,4177.28,2800.04,3232.74,3675.25,NA,1657.71,199.23,7834.27,1820.05,125.51,1633.05,27218.04
2017-09-29,971.59,1876.65,2291.42,16368.84,NA,940.51,483.63,7329.2,137.18,203.38,908.95,31544.79
2017-09-30,1348.64,1113.66,491.51,2852.42,73.13,884.44,941.91,3884.29,1075.4,NA,1700.35,14365.75
2017-10-01,1590.31,2254.83,759.42,2243.09,244.92,1652.7,3215.34,8523.32,301.78,131.56,1316.09,22233.36
2017-10-02,2368.54,2090,2622.52,3796.91,160.83,5467.23,1283.09,6549.92,152.9,128.31,2551.86,27172.11
2017-10-03,3276.28,4184.84,966.49,4682.84,NA,2817.36,1623.37,10791.67,150.74,NA,2089.52,30784.49
2017-10-04,1669.92,2298.98,2750.8,3966.19,125.51,2263.28,3199.58,5703.48,27.68,131.56,2076.8,25119.97
2017-10-05,2119.41,2124.08,782.78,9989.7,NA,2581.94,724.93,9381.83,132.53,120.71,3565.69,34004.93
2017-10-06,1912.46,1959.89,3347.24,1392.22,275.48,996.82,1224.11,5322.68,65.69,1787.72,2102.14,20964.16
2017-10-07,1410.96,1450.45,1161.44,4947.92,177.69,1869.23,1129.35,4805.74,106.85,NA,528.45,18028.65
2017-10-08,1927.08,3911.12,1624.82,1493.3,146.29,919.75,1414.63,5425.91,61.88,133.25,2749.15,20039.13
2017-10-09,3227.45,2337.76,3094.36,4331.66,69.64,3458.68,1537,9811.33,912.37,NA,2386.34,34018.49
2017-10-10,2757.27,5837.68,2041.98,8356.06,219.68,1628.02,632.57,6829.64,238.45,37.1,3099.68,33196.78
2017-10-11,1717.61,3252.28,1502.24,5760.85,NA,1743.05,578.77,6880.89,31.01,586.01,1475.26,23748.95
2017-10-12,1764.6,4495.98,2207.5,1380.27,NA,3683.94,1222.18,6681.83,334.22,NA,827.29,23174.93
2017-10-13,1934.48,3385.43,3780.36,5244.9,NA,3132.12,715.56,6574.4,146.67,578.9,1765,27523.24
2017-10-14,1077.55,1575.37,3353.73,2801.88,44.85,2249.82,76.67,4043.91,NA,48.09,1175.55,17079.9
2017-10-15,1767.26,1772.35,1664.93,6602.87,NA,1145.11,490.98,6240.88,160.06,NA,1841.93,22115.77
2017-10-16,3715.34,6131.34,3414.59,6756.72,233.64,2567.08,953.75,8818.66,588.62,205.3,2234.8,35619.84
2017-10-17,3655.18,4503.65,3126.93,6782.86,476.21,4156.41,811.7,14949.76,323.64,992.36,2008.54,41828.6
2017-10-18,2593.83,5312.14,1425.28,4743.84,169.33,2573.57,354.98,10661.17,982.24,NA,3360.43,34567.99
2017-10-19,2740.24,5950.28,2061.08,2848.45,NA,3549.43,990.62,7498.88,82.85,NA,2455.81,28458.07
2017-10-20,2599.33,2819.97,2015.39,1920.01,478.78,2095,505.18,6709.25,1708.48,NA,1361.57,22623.15
2017-10-21,2920.3,2639.01,1890.18,2293.46,245.47,2307.69,1403.06,2993.45,280.82,NA,1002.56,17976
2017-10-22,2771.78,2426.67,632.5,4271.51,241.62,2602.13,720.54,6852.12,653.05,NA,2088.09,23260.01
2017-10-23,2071.98,2805.04,1700.58,4347.56,NA,3532.99,453.98,6554.36,524.44,61.93,2623.71,26703.8
2017-10-24,2348.18,3234.82,2500.99,7047.39,416.03,1051.17,933.11,7149.22,61.11,36.65,1665.18,26819.54
2017-10-25,1925.98,2002.49,3382.96,1915.26,563.95,2249.02,1167.45,5748.68,207.74,132.57,2049.13,21345.23
2017-10-26,2612.57,2668.27,2516.23,2984.3,NA,3159.05,1401.35,7371.53,102.73,45.78,1413.17,26960.83
2017-10-27,1292.59,3010.16,2761.01,6933.41,63.46,2023.2,1104.77,5423.97,312.98,764,714.98,24404.53
2017-10-28,2156.85,1539.87,522.59,2532.51,NA,3364.12,717.64,2897.06,2207.5,2467.33,695.41,19100.88
2017-10-29,2573.69,3708.27,1282.21,3066.37,NA,2126.34,3380.6,5933.91,327.9,NA,1389.02,23788.31
2017-10-30,807.4,1955.59,3184.76,5978.27,237.58,2715.37,1066.94,5916.41,61.01,105.3,1785.88,23973.31
2017-10-31,1534.38,1618.12,965.22,10611.07,NA,3444.22,1173.95,5546.06,537.29,NA,2191.21,27621.52
2017-11-01,2196.6,5503.11,1424.11,5567.8,NA,673.63,1553.46,3198.79,355.38,99.95,1995.92,22568.75
2017-11-02,1486.17,3525.09,2322.39,5287.39,235.31,2516.89,461.58,7585.1,NA,491.45,2603.59,26514.96
2017-11-03,3371.87,2658.6,1840.74,3921.16,235.31,3239.77,1368.2,6111.28,2254.65,NA,2292.17,27637.99
2017-11-04,1801.49,2240.55,2584.24,2043.81,237.47,3642.86,1612.04,7563.95,363.73,NA,1475.5,23681.97
2017-11-05,1376.81,2071.78,3187.87,1534.69,372.01,2282.04,1088.86,8400.26,NA,NA,1411.88,21726.2
2017-11-06,1618.45,4786.03,3090.06,5552.47,38.91,4535.39,1104.24,7815.75,89.28,442.75,1456.03,33096.57
2017-11-07,3265.68,6720.87,1715.63,1518.61,128.95,2086.68,2255.18,6998.38,130.15,NA,1585.8,26405.93
2017-11-08,1576.38,3017.15,2242.29,3866.93,NA,2377.3,529.97,8458.48,44.73,84.59,680.8,23046.12
2017-11-09,2667.94,3517.98,1072.79,5470.88,188.31,1951.19,1258.42,10073.05,1225.17,473.28,1810.65,29774.53
2017-11-10,4086.78,2645.62,1411.27,2515.85,46.27,3784.67,1579.7,3740.37,132.05,414.68,2599.4,23134.28
2017-11-11,1782.35,3293.97,3021.07,1701.16,NA,2496.91,2264.38,8436.93,193.81,1023.37,1798.52,27183.32
2017-11-12,1324.08,5432.06,2785.37,6060.15,73.13,2056.59,862.16,5052.71,287.8,1117.03,3565.13,28938.14
2017-11-13,2912.33,5276.47,2397.73,3157.4,228.45,3882.85,1205.81,8802.77,244.86,37.84,1398.97,30151.45
2017-11-14,3541.06,2740.24,1170.19,3922.73,422.72,3924.53,993.01,10254.79,206.99,1303.21,989.54,31528.39
2017-11-15,2838.27,4506.43,2970.97,2641.68,81.54,3309.57,1855.56,6805.73,1299.93,NA,1794.23,28103.91
2017-11-16,2507.24,3592.72,1543.32,2595.68,109.3,2150.55,6762.64,11034.51,561.03,45,3087.71,35130.4
2017-11-17,2584.37,4847.55,3897.35,4452.57,170.92,4430.02,569.24,11713.46,578.88,842.96,1863.31,36662.99
2017-11-18,3945.28,2380.1,3117.5,3374.29,496.48,2741.91,1061.93,8848.05,372.79,469.74,1512.23,28352.31
2017-11-19,3367.89,1722.86,2707.84,2782.82,55.6,2125.84,1027.78,8101.09,579.72,NA,1612.9,24553.41
2017-11-20,6577.75,4893.74,6823.76,8489.9,NA,4956.09,580.73,13174.38,1843.27,3184.55,1916.95,52739.48
2017-11-21,4893.06,5870.15,2535.97,6504.36,53.59,11776.03,1773.19,12308.13,175.57,NA,2203.8,48644.4
2017-11-22,3066.95,3532.13,1931.28,4119.87,210,3159.7,2085.7,10433.53,162.38,420.28,918.51,30552.17
2017-11-23,6882.94,6808.38,4692.69,6990.16,185.27,5032.95,1896.82,12494.27,2827.66,874.4,2269.28,51577.19
2017-11-24,22740.22,23571.88,8587.15,25621.63,456.59,21414.96,9195.66,60398.75,3492.86,6716.14,10118.3,193145.3
2017-11-25,9223.39,5389.03,3092.07,11106.49,103.65,8367.73,5579.24,23764.82,3859.47,NA,6159.22,77247.16
2017-11-26,5475.79,3570.97,2551.68,8425.08,143.06,4667.6,4300.47,22341.44,581.3,392.1,2309.06,55815.27
2017-11-27,6083.09,4171.52,3701.97,13343.32,34.09,7537.85,3082.05,20006.69,892.03,253.95,2567,62108.67
2017-11-28,6307.08,3110.38,3532.22,7722,408.51,9478.03,2480.6,17866.41,2237.56,425.24,5690.73,59654.57
2017-11-29,6861.77,5791.09,1400.04,4792.51,518.54,6657.98,2665.64,17837.32,856.11,166.78,1798.74,49944.94
2017-11-30,3002.42,4262.84,1853.41,3597.08,467.63,3362.7,925.32,14805.66,683.53,51.71,3216.36,36630.36
2017-12-01,5747.96,6115.98,2863.8,6115.27,675.6,4301.79,827.86,13436.3,211.15,452.81,7929.43,49013.47
2017-12-02,4335.84,6946.01,2598.45,2271.22,123.75,3400.25,768.32,14562.94,288.22,NA,1605.5,36900.5
2017-12-03,3737.55,4582.26,2780.08,2805.77,201.53,2493.51,437.49,13832.08,2311.38,NA,2574.3,36234.75
2017-12-04,7174.82,6379.64,1940.88,6720.03,718.3,3782.37,2289.54,20024.1,345.1,487.47,2528.73,53657.45
2017-12-05,5165.81,5004.98,5287.78,4273.54,214.65,4458.61,1267.11,15755.94,223.03,NA,4052.2,46510.48
2017-12-06,6157.53,3668.69,5888.25,4848.34,212.95,2634.38,2961.93,15732.03,170.39,522.41,2619.77,46750.54
2017-12-07,3613.98,1771.76,1639.02,4425.72,237.56,2223.97,2460.12,12314.73,553.62,780.05,3893.21,34748.22
2017-12-08,5069.77,2296.27,3724.02,3274.76,69.43,2663.26,1324.34,10448.65,660.49,301.76,4179.1,34921.14
2017-12-09,2019.5,1638.18,3827.8,2767.25,NA,919.06,694.06,7864.4,949.62,68,2662.15,24040.48
2017-12-10,2187.17,5477.87,1681.93,2686.11,31.75,2211.74,1821.61,9422.42,344.2,374.13,2511.37,29290.91
2017-12-11,5164.8,4219.89,2884.76,4573.7,524.51,2258.24,566.37,14635.7,759.18,NA,4311.92,40419.32
2017-12-12,4332.63,4456.17,2673.28,4302.69,281.44,3930.9,537.27,14758.12,1105.75,277.68,3174.71,40238.47
2017-12-13,5451.88,5246.54,2305.24,3326.08,NA,2079.19,3001.79,9659.16,126.85,97.17,2493.23,34447.73
2017-12-14,3101.56,1405.68,1894.31,3231.96,61.43,1639.9,1100.45,12106.93,1937.87,57.68,3333.16,30074.2
2017-12-15,5110.88,3959.93,1797.12,6570.48,223.35,1116.88,538.38,8824.68,358.94,282.01,2327.61,31249.64
2017-12-16,2766.59,4642.46,1569.94,4609.07,188.38,798.83,488.77,5838.62,466.16,108.73,1550.17,23721.11
2017-12-17,4616.75,2480,1225.39,1983.72,67.61,2017.84,2506.43,5404.56,511.58,NA,1547.96,22682.64
2017-12-18,3186.26,4312.31,903.86,3243.65,65.43,3690.53,652.16,13715.61,689.53,516.35,2805.69,33997.53
2017-12-19,2174.67,3528.73,1699.75,1450.77,94.19,1950.27,1124.48,8269.9,868.13,31.75,2598.16,24104.04
2017-12-20,4463.81,1767.12,1379.45,6143.36,65.43,1023.88,1367.03,8597.29,1705.36,864.72,3887.11,31880.86
2017-12-21,1622.18,1822.77,928.07,4349.26,121.6,2930.34,1002.96,7736.35,102.86,102.24,661.68,21884.1
2017-12-22,970.14,2298.11,87.06,2090.87,206.73,445.61,1055.86,6433.53,120.27,2352.48,774.25,16884.31
2017-12-23,920.27,730.45,745.27,3040.64,37.34,686.18,573.53,5941.62,829.37,NA,878.92,14765.17
2017-12-24,977.73,723.87,974.79,765.44,73.65,629.92,225.71,1934.83,178.27,NA,227.66,6711.87
2017-12-25,639.3,1074.5,194.48,896.98,352.25,1911.75,910.17,5239.44,93.87,NA,746.64,12059.38
2017-12-26,2208.42,2139.59,4067.59,4800.12,54.18,2217.12,478.99,6324.05,1043.79,97.17,1317.8,25792.1
2017-12-27,1934.72,2740.63,1983.69,2158.03,138.19,1232.87,1413.98,7620.82,219.39,135.49,1062.16,22525.68
2017-12-28,1523.51,2089.14,1037.25,2470.93,71.64,381.44,1074.04,6127.76,481.39,798.86,1019.28,17836.88
2017-12-29,2326.39,4263.88,2109.5,1953.24,131.43,1057.76,1743.69,4614.09,42.27,267.4,1614.46,20666.26
2017-12-30,885.98,1296.43,1024.11,1007.94,70.23,1641.3,1377.02,3862.39,1160.88,719.15,2184.03,15831.78
2017-12-31,1711.55,1979.93,674.89,1146.97,131.37,1048.78,63.33,2158.01,236.17,NA,305.41,10034.26
2018-01-01,1032.72,1713.3,1128.68,1406.8,130.03,493.4,424.54,2375.47,124.69,NA,424.53,9589.34
2018-01-02,3329.83,1486.27,2851.15,5230.57,461.02,1359.73,661.99,10710.24,719.72,169.93,2284.53,30797.77
2018-01-03,2883.72,2581.61,2061.37,7211.21,125.08,3932.52,972.46,14577,1088.8,311.36,2828.24,38925.69
2018-01-04,3154.89,2676.68,3805.91,5164.98,325.29,4562.89,374.27,15323.86,1207.46,1451.23,2313.64,41433.72
2018-01-05,3301.99,3569.37,1291.63,4629.71,130.85,2817.51,991.16,13462.31,584.26,504.09,1578.9,33449.72
2018-01-06,1883.54,2711.05,2958,5240.69,82.42,5729.03,719.46,14004.53,588.74,566.96,2290.76,37285.81
2018-01-07,1606.76,2827.29,2485.42,5937.4,330.43,5788.84,757.56,11340.66,NA,432.36,1905.98,33412.7
2018-01-08,3424.07,3390.33,4805.3,7584.42,96.34,4128.33,2328.3,16181.03,471.57,NA,3420.94,47527.18
2018-01-09,3952.09,3942.49,2285.13,7030.67,443.94,2236.3,849.86,12396.7,610.16,NA,3856.15,38815.79
2018-01-10,4128.92,1687.7,1753.5,10886.48,181.21,5059.3,1160.79,13102.14,1086.8,1279.77,3907.02,44492.04
2018-01-11,3925.17,5366.65,3462.83,7946.49,179.31,3045.85,721.7,14476.28,2597.64,211.29,4645.61,47417.65
2018-01-12,2693.64,4734.94,1103.4,7443.78,318.27,5970,1145.45,8784.65,863.84,729.13,5212.31,39537.24
2018-01-13,3431.85,2380.49,2347.05,2493.88,120.28,3171.73,420.61,12608.08,654.93,39.44,4663.09,32904.28
2018-01-14,3271.18,5974.04,3304.19,2777.23,113.93,2048,842.27,11708.73,697.64,475.27,4322.43,36236.3
2018-01-15,4054.46,6602.49,3243.82,7564.41,145.31,4996.15,797.77,13418.91,546.05,47.4,3782.42,45476.09
2018-01-16,4791.22,4077.03,3858.92,10037.78,42.44,5351.04,2633.84,14128.68,2249.26,442.26,3667.67,53472.95
2018-01-17,5524.76,3387.22,3185.91,4935.48,140.89,3445.11,955.5,12750.33,661.98,911.8,4592.32,42261.59
2018-01-18,2759.14,3378.96,3780.12,5959.52,36.7,3882.9,449.83,8630.17,645.35,1899.67,3181.1,35203.33
2018-01-19,3223.12,4164.63,1859.45,5780.19,69.71,3898.9,774.07,8554.84,125.29,NA,3429.25,33096.66
2018-01-20,3148.12,3763.51,1241.61,5091.62,NA,4190.85,1472.03,5844.88,864.25,312.57,1471.56,28071.27
2018-01-21,2369.35,2858.41,857.01,2374.85,111.25,3645.27,1636.35,9342.42,267.67,232.67,2006.82,27248.91
2018-01-22,4282.82,6559.65,1934.63,8398.54,57.78,2699.9,2982.1,11715.1,1356.79,36.65,3540.96,45734.54
2018-01-23,6672.94,6209.73,3185.75,4568.59,417.78,4813.92,969.5,11836.17,1015.38,NA,2861.9,42812.32
2018-01-24,3794.19,7561.41,4645.93,4659.75,378.51,2766.42,2830.03,10785.63,33.85,33.6,3230.56,41009.03
2018-01-25,3138.94,2066.3,3595.59,6303.41,69.71,3888.52,2486.51,9390.95,984.2,235.84,3282.79,35796.3
2018-01-26,4217.39,2691.25,1848.19,4186.33,164.91,5060.9,3899.97,10028.37,1305.21,215.79,7573.27,41672.79
2018-01-27,4846.59,3258.84,1526.1,2813.61,151.03,1899.22,574.28,10441.32,535.48,NA,1914.1,28093.73
2018-01-28,2697.17,2361.33,1109.11,2246.79,63.6,2216.93,476.19,9049.18,3236.43,212.09,3069.2,27074.19
2018-01-29,4342.23,3268.16,2924.06,5199.74,121.03,3347.55,1233.54,11746.39,381.7,NA,5846.14,38719.75
2018-01-30,2900.51,4241.61,1385.21,6981.8,211.65,2069.52,922.32,14102.31,370.48,1884.88,4190.38,40126.32
2018-01-31,3150.35,6085.54,2335.17,6510.58,NA,3171.93,452.67,11547.38,635.04,439.72,3345.66,38269.29
2018-02-01,4826.19,6073.83,2287.28,5778.12,317.23,6258.96,1859.11,6190.75,1172.54,675.44,2395.78,37835.23
2018-02-02,5157.97,1682.44,392.21,6568.85,143.8,3868.99,1219.7,9257.38,1153,554.46,2203.56,32952.8
2018-02-03,2052.25,2685.98,3648.14,6512.32,30.29,2403.36,194.04,7810.08,99.87,NA,2180.73,28075.97
2018-02-04,4213.3,2107.19,1789.33,2796.08,127.45,3256.73,1171.86,8458.05,510.22,1319.34,3159.73,29549.69
2018-02-05,5177.42,2311.39,1128.38,5767.1,196.03,4027.59,2596.12,17775.63,1127.13,1084.63,3936.84,45650.57
2018-02-06,4473.3,7859.95,1445.13,6048.29,63.6,5750.1,1053.69,9417.39,201.5,468.68,4582.71,41975.87
2018-02-07,4417.7,1933.55,2696.75,6691.29,794.6,1883.77,637.68,10837.63,289.04,1766.39,3649.4,36358.29
2018-02-08,3333.52,3001.31,2422.7,8328.09,134.23,2380.96,1346.73,8050.39,624.96,366.41,3073.2,33941.12
2018-02-09,5207.02,3235.78,4754.49,5966.93,162.13,1997.69,1198.38,9080.8,255.83,590.14,2191.46,35127.72
2018-02-10,2009.15,3203.05,1398.15,3400.04,98.91,1469.22,1495.51,6444.89,639.29,NA,4386.14,25142.51
2018-02-11,2727.14,1042.84,2081.42,8687.73,127.14,974.31,937.81,5226.4,69.44,453.43,3340.24,25805.5
2018-02-12,3974.52,2281.95,1801.26,5431.28,70.63,921.13,1368.87,9208.52,52.01,259.45,2653.36,29016.08
2018-02-13,4523.42,855.83,2966.36,3464.28,63.6,1667.31,3221.11,8026.45,659.54,336.03,3209.37,29611.24
2018-02-14,8561.31,1842.05,3284.92,7393.37,320.61,4096.35,1630.16,11110.65,708.4,1791.47,4432.05,45500.03
